P_index,P_url,P_heading,P_ID,P_Status,P_Awarded,P_Budget,P_Repeat,P_Skill,P_Skills_Number,P_Rating,P_Reviews,P_location,P_country,P_income_group,P_selected_rank_tatol,P_fcers_selected,P_selected_rank_average,P_fcers_applying_total,P_selection_accuracy,F_Country_Match
301,https://www.freelancer.com/projects/php/fix-errors-wordpress-website-backend/,FIX ERRORS IN WORDPRESS WEBSITE BACKEND, #15667248,In Progress,1,$25-50 USD / hour,1,"CSS,HTML,PHP,Website Design,WordPress",5,5,1,"Taylor, United States",United States,High income,6,1,6,21,0.761904762,0
305,https://www.freelancer.com/projects/software-architecture/create-mac-compatible-application-for/,Create Mac compatible application for Computerized exam, #15638856,In Progress,1,$75-101 USD,5,"C Programming,Java,Mac OS,Software Architecture,Software Development",5,5,210,"Amman, Jordan",Jordan,Upper middle income,2,1,2,8,0.875,0
311,https://www.freelancer.com/projects/php/urgent-fix-wordpress-plugins/,URGENT: Fix Wordpress Plugins , #15606982,Completed,1,$10-30 AUD,5,"CSS,HTML,PHP,Website Design,WordPress",5,5,11,"Melbourne, Australia",Australia,High income,4,1,4,21,0.857142857,0
312,https://www.freelancer.com/projects/c-programming/stm-usb-device-project-part/,STM32F767 USB Device (Project Part 1), #15579880,Completed,1,$30-250 USD,1,"Arduino,C Programming,Electrical Engineering,Electronics,Microcontroller",5,0,0,Malaysia,Malaysia,Upper middle income,4,1,4,6,0.5,0
316,https://www.freelancer.com/projects/software-architecture/assignment-programming-languages/,Assignment (( Programming Languages and Compilation )), #15533732,Completed,1,$10-30 USD,1,"Computer Science,Java,Software Architecture",3,0,0,"Riyadh, Saudi Arabia",Saudi Arabia,High income,5,1,5,8,0.5,0
318,https://www.freelancer.com/projects/php/simple-programmer-needed/,simple C programmer needed, #15523162,In Progress,1,₹100-400 INR / hour,5,"C Programming,C++ Programming,PHP,Software Architecture,x86/x64 Assembler",5,4.7,178,"Calcutta, India",India,Lower middle income,5,1,5,12,0.666666667,0
320,https://www.freelancer.com/projects/c-programming/solve-problem-regarding-computer/,solve a problem regarding computer engineering programming , #15489076,Completed,1,$30-250 USD,5,"Algorithm,C Programming,C++ Programming,Electrical Engineering,Matlab and Mathematica",5,5,5,"Houston, United States",United States,High income,3,1,3,9,0.777777778,0
323,https://www.freelancer.com/projects/php/magento-site-debugging/,Magento site debugging, #15468512,Completed,1,$30-250 USD,5,"eCommerce,HTML,Javascript,Magento,PHP",5,5,1,"Auburn, United States",United States,High income,2,1,2,16,0.9375,0
324,https://www.freelancer.com/projects/academic-writing/write-cultural-interview/,Write a Cultural Interview, #15465232,Completed,1,$15-25 USD / hour,0,"Academic Writing,Essay Writing",2,0,0,"Springfield, United States",United States,High income,5,1,5,11,0.636363636,0
326,https://www.freelancer.com/projects/php/fix-theme-wordpress-website/,Fix theme on my wordpress website, #15452777,Completed,1,$10-30 CAD,1,"CSS,HTML,PHP,Website Design,WordPress",5,5,1,"Edmonton, Canada",Canada,High income,3,1,3,12,0.833333333,0
331,https://www.freelancer.com/projects/php/wordpress-site-needs-improvement-15406927/,WordPress Site Needs Improvement, #15406927,Completed,1,$30-250 USD,2,"CSS,HTML,PHP,Website Design,WordPress",5,0,0,"Peoria, United States",United States,High income,8,1,8,20,0.65,0
334,https://www.freelancer.com/projects/graphic-design/airdropalerts-com-clone/,[login to view URL] clone, #15393722,Completed,1,€30-250 EUR,3,"Graphic Design,HTML,PHP,Website Design,WordPress",5,5,2,"amadora, Portugal",Portugal,High income,8,1,8,21,0.666666667,0
335,https://www.freelancer.com/projects/marketing/creative-writer-needed-for-paragraph/,Creative Writer Needed for a Paragraph/Short posting on Tailgate promo, #15369270,Completed,1,$30-250 USD,0,"Creative Writing,Marketing",2,5,1,"Philadelphia, United States",United States,High income,12,1,12,21,0.476190476,1
338,https://www.freelancer.com/projects/web-crawling/web-crawler-that-appends-csv/,"""Web crawler that appends to a CSV""", #15338874,Completed,1,€30-250 EUR,0,Web Crawling,1,0,0,Malta,Malta,High income,2,1,2,2,0.5,0
346,https://www.freelancer.com/projects/graphic-design/converting-sales-document-from-pdf/,Converting Sales Document from PDF to PPTX/DOCX, #15285213,Completed,1,$10-30 CAD,0,"Branding,Corporate Identity,Graphic Design,Photoshop,Word",5,5,1,"London, Canada",Canada,High income,15,1,15,21,0.333333333,0
347,https://www.freelancer.com/projects/articles/other-not-sure-15279479/,Other or not sure, #15279479,Completed,1,$10-30 USD,0,"Article Writing,Copywriting",2,0,0,"Erie, United States",United States,High income,5,1,5,12,0.666666667,0
360,https://www.freelancer.com/projects/website-design/hire-magento-developer-help-teak/,Hire a Magento Developer to help teak new website, #15141190,Completed,1,$15-25 USD / hour,5,"eCommerce,Magento,Shopping Carts,Website Design",4,4.8,14,"virginia beach, United States",United States,High income,12,1,12,21,0.476190476,0
366,https://www.freelancer.com/projects/php/fix-issue-with-php-iis/,Fix an issue with PHP and IIS for Wordpress, #15085929,Completed,1,$20-60 USD,5,"IIS,PHP",2,5,33,"Hinckley, United Kingdom",United Kingdom,High income,2,1,2,12,0.916666667,0
368,https://www.freelancer.com/projects/website-design/corrections-website-15076404/,Corrections on my website, #15076404,Completed,1,$2-8 USD / hour,5,"Website Design,WordPress",2,5,8,"Bariloche, Argentina",Argentina,High income,1,1,1,18,1,0
372,https://www.freelancer.com/projects/php/website-troubleshooting-development/,Website Troubleshooting and Development, #15041067,In Progress,1,$15-25 USD / hour,1,"MySQL,PHP,WordPress",3,0,0,"Ponte Vedra Beach, United States",United States,High income,4,1,4,21,0.857142857,1
374,https://www.freelancer.com/projects/wordpress/need-updates-exsisting-website/,I need updates to my exsisting website, #14992185,Completed,1,$250-750 NZD,3,WordPress,1,5,3,"Auckland, New Zealand",New Zealand,High income,21,1,21,21,0.047619048,0
378,https://www.freelancer.com/projects/microsoft-outlook/help-move-emails-between-pst/,Help me move emails between pst files after a change of computer , #14939099,Completed,1,£10-20 GBP,5,Microsoft Outlook,1,5,20,"Solihull, United Kingdom",United Kingdom,High income,1,1,1,9,1,0
381,https://www.freelancer.com/projects/php/create-web-app-with-php/,Create a web app with PHP/SQL based on Quicksort algo with simple UI, #14925006,Completed,1,$30-250 USD,5,"Engineering,HTML,MySQL,PHP,Web Hosting",5,5,249,"Seattle, United States",United States,High income,10,1,10,19,0.526315789,0
382,https://www.freelancer.com/projects/mobile-phone/build-very-simple-iphone-app/,build very simple iphone app, #14918178,In Progress,1,$30-250 USD,5,"iPad,iPhone,Mobile App Development",3,5,3,"Saipan, Northern Mariana Islands",Northern Mariana Islands,High income,19,1,19,19,0.052631579,0
392,https://www.freelancer.com/projects/sharepoint/create-sharepoint-site-that-functions/,Create a SharePoint site that functions as an intranet, #14812090,Completed,1,$30-250 AUD,2,Sharepoint,1,5,1,"Sydney, Australia",Australia,High income,5,1,5,15,0.733333333,0
395,https://www.freelancer.com/projects/php/scrivere-alcuni-software-14785731/,Scrivere alcuni Software , #14785731,Completed,1,€8-30 EUR,5,"PHP,Software Architecture",2,5,4,"Private, Italy",Italy,High income,2,1,2,2,0.5,0
405,https://www.freelancer.com/projects/php/curl-php-script-14649145/,curl php script , #14649145,Completed,1,$10-30 CAD,0,PHP,1,5,2,"Kelowna, Canada",Canada,High income,5,1,5,8,0.5,0
408,https://www.freelancer.com/projects/android-wear/dexon-audio-message-player-14631116/,Dexon Audio Message Player -- 3, #14631116,Completed,1,€250-750 EUR,1,Android Wear SDK,1,5,1,"Karviná, Czech Republic",Czech Republic,High income,3,1,3,5,0.6,0
409,https://www.freelancer.com/projects/accounting/accountant-needed-14626624/,Accountant Needed, #14626624,Completed,1,$10-30 USD,5,Accounting,1,5,14,"Houston, United States",United States,High income,1,1,1,3,1,0
413,https://www.freelancer.com/projects/economics/page-half/, page and a half, #14543375,Completed,1,$10-30 USD,0,Economics,1,5,1,"omaha, United States",United States,High income,2,1,2,4,0.75,0
416,https://www.freelancer.com/projects/content-writing/research-content-writing/,Research  content Writing , #14506149,Completed,1,$10-30 USD,5,"Content Writing,Research Writing",2,5,41,"Arlington, United States",United States,High income,3,1,3,12,0.833333333,0
418,https://www.freelancer.com/projects/graphic-design/super-simple-logo-illustrator-drawing/,Super simple logo / illustrator drawing, #14452185,Completed,1,$10-30 USD,3,"Graphic Design,Illustrator,Logo Design",3,5,4,"New York, United States",United States,High income,18,1,18,20,0.15,0
425,https://www.freelancer.com/projects/javascript/countdown-timer-14385750/,JS Countdown Timer, #14385750,Completed,1,$30-250 USD,2,Javascript,1,0,0,"Wilmington, United States",United States,High income,1,1,1,4,1,0
426,https://www.freelancer.com/projects/php/change-sorting-order-campaigns/,Change sorting order of campaigns , #14380145,Completed,1,$10-30 USD,5,"Laravel,PHP",2,5,158,"Oslo, Norway",Norway,High income,1,1,1,2,1,0
428,https://www.freelancer.com/projects/leads/sales-marketing-14361460/,Sales and Marketing, #14361460,In Progress,1,$30-250 CAD,0,Leads,1,0,0,"MAPLE, Canada",Canada,High income,1,1,1,1,1,0
434,https://www.freelancer.com/projects/blog/some-blog-posting-14307921/,Do some Blog Posting , #14307921,Completed,1,$10-30 USD,3,Blog,1,5,7,"West Hollywood, United States",United States,High income,1,1,1,19,1,1
439,https://www.freelancer.com/projects/internet-marketing/create-manage-ppc-campaign-14198270/,Create/Manage a  PPC Campaign  -- 2, #14198270,Completed,1,$15-25 USD / hour,5,"Facebook Marketing,Google Adwords,Internet Marketing",3,5,5,"Colorado Springs, United States",United States,High income,1,1,1,4,1,0
448,https://www.freelancer.com/projects/graphic-design/infographic-timeline-14171547/,Infographic timeline , #14171547,Completed,1,$30-250 USD,1,Graphic Design,1,0,0,"Anaheim, United States",United States,High income,2,1,2,10,0.9,0
455,https://www.freelancer.com/projects/graphic-design/design-logo-14097846/,Design a Logo, #14097846,Completed,1,$30-250 USD,0,"Graphic Design,Logo Design",2,0,0,United States,United States,High income,15,1,15,21,0.333333333,0
460,https://www.freelancer.com/projects/python/python-loops-data-csv/,"Python- Loops, data, csv", #14083327,Completed,1,$10-30 USD,5,"Linux,Python",2,4.9,15,"New Jersey, Canada",Canada,High income,11,1,11,21,0.523809524,0
462,https://www.freelancer.com/projects/php/update-php-code-14066284/,update php code, #14066284,In Progress,1,$10-65 USD,5,"CSS,HTML5,MySQL,PHP",4,5,3,"hurricane, United States",United States,High income,9,1,9,16,0.5,0
465,https://www.freelancer.com/projects/java/hire-someone-java-project/,Hire someone to do java project, #14049313,Completed,1,$10-30 USD,0,"Git,Java",2,5,1,"New York, United States",United States,High income,2,1,2,4,0.75,0
466,https://www.freelancer.com/projects/php/small-script-record-phone-calls/,small script to record phone calls, #14039540,Completed,1,$10-30 USD,5,"Java,PHP,Python,Software Architecture,Telephone Handling",5,5,35,"Rotterdam, Israel",Israel,High income,5,1,5,6,0.333333333,0
471,https://www.freelancer.com/projects/graphic-design/wordpress-plugin-customization-open/,Wordpress Plugin Customization - open to bidding, #14006658,Completed,1,$30-250 USD,2,"Graphic Design,HTML,PHP,Website Design,WordPress",5,5,2,"ikeja, Unknown",Nigeria,Lower middle income,20,1,20,20,0.05,0
475,https://www.freelancer.com/projects/php/modify-existing-website-brochure/,Modify Existing Website + Brochure + Business Card, #13964655,Completed,1,£20-250 GBP,5,"CSS,HTML,PHP,WordPress",4,5,14,"Guildford, United Kingdom",United Kingdom,High income,21,1,21,21,0.047619048,0
478,https://www.freelancer.com/projects/cplusplus-programming/autohotkey-script-notify-when-google/,AutoHotkey script to notify when Google Hangouts call is active, #13951299,Completed,1,$150-250 USD,5,"AutoHotkey,C++ Programming,Google Chrome,Programming,Windows API",5,5,3,"Donji Miholjac, Croatia",Croatia,High income,2,1,2,4,0.75,0
483,https://www.freelancer.com/projects/php/would-like-hire-excel-expert-13912814/,I would like to hire an Excel Expert, #13912814,Completed,1,$30-250 USD,0,"Excel,Leads,PHP,Sales",4,5,1,"Lincoln, United States",United States,High income,5,1,5,17,0.764705882,0
487,https://www.freelancer.com/projects/research-writing/system-analysis/,System Analysis, #13899012,Completed,1,$10-30 AUD,5,"Research,Research Writing",2,3.9,2,"Sydney, Australia",Australia,High income,2,1,2,19,0.947368421,0
488,https://www.freelancer.com/projects/proofreading/need-someone-proof-read-dissertation/,I need someone to proof read my dissertation project for my doctoral degree, #13896002,Completed,1,$30-250 USD,1,"Editing,Proofreading",2,5,1,"Tucson, United States",United States,High income,15,1,15,20,0.3,1
491,https://www.freelancer.com/projects/html/looking-for-joomla-seo-expert/,Looking for a Joomla / SEO expert to help completey revamp website and do onsite SEO for my website., #13867662,In Progress,1,$750-1500 USD,5,"HTML,Joomla,SEO",3,5,9,"ringwood, United Kingdom",United Kingdom,High income,19,1,19,19,0.052631579,0
500,https://www.freelancer.com/projects/php/seo-optimizer-web-site/,SEO e OPTIMIZER  WEB SITE , #13795275,Completed,1,€30-250 EUR,5,"Internet Marketing,Link Building,PHP,SEO",4,4.6,5,"Valverde, Italy",Italy,High income,20,1,20,20,0.05,0
506,https://www.freelancer.com/projects/php/add-forms-existing-local-website/,Add forms to an existing local website and store responses locally, #13754818,Completed,1,$30-250 USD,5,"HTML,PHP,Website Design",3,5,4,"Madinah, Saudi Arabia",Saudi Arabia,High income,9,1,9,20,0.6,0
508,https://www.freelancer.com/projects/php/fix-broken-wordpress-theme-missing/,Fix a Broken WordPress Theme and Missing Sidebar, #13734271,Completed,1,£10-20 GBP,4,"CSS,HTML,PHP,WordPress",4,5,1,"Berkhamsted, United Kingdom",United Kingdom,High income,21,1,21,21,0.047619048,0
509,https://www.freelancer.com/projects/javascript/small-piece-javascript-net-code/,SMall piece of JavaScript / .NET code, #13715978,Completed,1,£10-20 GBP,5,".NET,Bootstrap,C# Programming,Javascript,jQuery / Prototype",5,4.9,12,"Stalybridge, United Kingdom",United Kingdom,High income,6,1,6,8,0.375,0
511,https://www.freelancer.com/projects/english-us/get-paid-hours-edt-walk/,Get paid in 3 hours / 10 PM - 1 AM EDT US  - Walk me through set up - Django on Ubuntu + Nginx + Gunicorn, #13709188,Cancelled,1,$2-8 USD / hour,5,"Education & Tutoring,English (US),Nginx,PostgreSQL,Ubuntu",5,5,3,"Denver, United States",United States,High income,2,1,2,5,0.8,0
522,https://www.freelancer.com/projects/software-development/game-developer-13581356/,game developer, #13581356,Completed,1,£250-750 GBP,0,"Coding,Game Design,Game Development,Software Development,Unity 3D",5,5,2,"Derby, United Kingdom",United Kingdom,High income,4,1,4,16,0.8125,0
525,https://www.freelancer.com/projects/php/google-pagespeed-insights-score/,Google pagespeed insights score increasing, #13538963,Completed,1,£20-250 GBP,3,"MySQL,PHP,System Admin,Website Design,WordPress",5,5,2,"Manchester, United Kingdom",United Kingdom,High income,10,1,10,20,0.55,0
526,https://www.freelancer.com/projects/marketing/answer-open-ended-questions-approx/,Answer 20 open ended questions. Approx 30/40 words each, #13534141,Completed,1,€8-30 EUR,4,Marketing,1,5,2,"Birkirkara, Malta",Malta,High income,2,1,2,6,0.833333333,0
529,https://www.freelancer.com/projects/wordpress/website-needs-speeding-13507614/,Website needs speeding up., #13507614,Completed,1,£20-250 GBP,3,"MySQL,Shopify,System Admin,WordPress",4,5,2,"Manchester, United Kingdom",United Kingdom,High income,17,1,17,21,0.238095238,0
532,https://www.freelancer.com/projects/php/oil-log-analysis-edt/,Oil Log Analysis - 21/03/2017 08:48 EDT, #13473327,Completed,1,€30-250 EUR,5,"PHP,Software Architecture",2,5,13,"Sandyford, Ireland",Ireland,High income,2,1,2,3,0.666666667,0
